Rank,CCA3,Country/Territory,Capital,Continent,2022 Population,,2020 Population,2020VS1970,2020VS2010,2020VS2015,2015 Population,2015vs2010,2010 Population,2010vs2000,2000 Population,2000vs1990,1990 Population,1990vs1980,1980 Population,1980vs1970,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage
36,AFG,Afghanistan,Kabul,Asia,41128771,1.218503925,38972230,3.624322059,1.3825003,1.154613037,33753499,1.197371115,28189672,1.442444761,19542982,1.82733565,10694796,0.856499724,12486631,1.161226139,10752971,652230,63.0587,1.0257,0.52
138,ALB,Albania,Tirana,Europe,2842321,0.986067558,2866849,1.233196013,0.984022099,0.994576894,2882481,0.989387653,2913399,0.915581324,3182021,0.965692645,3295066,1.120141716,2941651,1.265372639,2324731,28748,98.8702,0.9957,0.04
34,DZA,Algeria,Algiers,Africa,44903225,1.135549911,43451666,3.149603778,1.211826448,1.098841686,39543154,1.102821693,35856344,1.16512707,30774621,1.205993093,25518074,1.361735379,18739378,1.358328027,13795915,2381741,18.8531,1.0164,0.56
213,ASM,American Samoa,Pago Pago,Oceania,44273,0.861878991,46189,1.705964912,0.84211198,0.899178477,51368,0.93653485,54849,0.941937146,58230,1.217742273,47818,1.454053397,32886,1.214626039,27075,199,222.4774,0.9831,0
203,AND,Andorra,Andorra la Vella,Europe,79824,1.112591643,77700,3.912386707,1.086424586,1.082987205,71746,1.003173982,71519,1.082030955,66097,1.233866602,53569,1.504282385,35611,1.793101712,19860,468,170.5641,1.01,0
42,AGO,Angola,Luanda,Africa,35588987,1.265263794,33428485,5.543971508,1.430757589,1.188453377,28127721,1.203881967,23364185,1.42516144,16394062,1.385963625,11828638,1.41999655,8330047,1.381502728,6029700,1246700,28.5466,1.0315,0.45
224,AIA,Anguilla,The Valley,America,15857,1.091703959,15585,2.480502944,1.183191619,1.072977625,14525,1.102717886,13172,1.192359917,11047,1.328403078,8316,1.267682927,6560,1.044087219,6283,91,174.2527,1.0066,0
201,ATG,Antigua and Barbuda,Saint John’s,America,93763,1.042494524,92664,1.436294873,1.081323298,1.030275403,89941,1.049547815,85695,1.141762707,75055,1.185178752,63328,0.975958575,64888,1.005766012,64516,442,212.1335,1.0058,0
33,ARG,Argentina,Buenos Aires,America,45510318,1.052089826,45036032,1.888873217,1.095763923,1.041125467,43257065,1.052480184,41100123,1.108693414,37070774,1.135828286,32637657,1.16459898,28024803,1.17539884,23842803,2780400,16.3683,1.0052,0.57
140,ARM,Armenia,Yerevan,Asia,2780469,0.965911842,2805608,1.107020779,0.952250167,0.974644922,2878595,0.977022652,2946293,0.92986322,3168523,0.890900676,3556539,1.134417693,3135123,1.237038925,2534377,29743,93.4831,0.9962,0.03
198,ABW,Aruba,Oranjestad,America,106445,1.0209866,106585,1.803285622,1.062227803,1.022329436,104257,1.039026918,100341,1.126148977,89101,1.355931945,65712,1.055326256,62267,1.053480188,59106,180,591.3611,0.9991,0
55,AUS,Australia,Canberra,Oceania,26177413,1.098956912,25670051,2.038108909,1.165804766,1.077657291,23820236,1.081795461,22019168,1.157808962,19017963,1.11555371,17048003,1.159229548,14706322,1.167628607,12595034,7692024,3.4032,1.0099,0.33
99,AUT,Austria,Vienna,Europe,8939617,1.034388049,8907777,1.193224091,1.065163116,1.030703897,8642421,1.033432706,8362829,1.04399278,8010428,1.043197123,7678729,1.017378859,7547561,1.01101898,7465301,83871,106.5877,1.002,0.11
91,AZE,Azerbaijan,Baku,Asia,10358074,1.050143965,10284951,1.895732729,1.113427096,1.042730456,9863480,1.067799535,9237202,1.127817085,8190337,1.102654528,7427836,1.163679489,6383060,1.176532173,5425317,86600,119.6082,1.0044,0.13
176,BHS,Bahamas,Nassau,America,409984,1.044021217,406471,2.269152399,1.088940505,1.035075389,392697,1.052039799,373272,1.148479758,325014,1.200735927,270679,1.209727734,223752,1.249110976,179129,13943,29.4043,1.0051,0.01
154,BHR,Bahrain,Manama,Asia,1472233,1.08082197,1477469,6.638669093,1.217381524,1.084665916,1362142,1.122356208,1213645,1.705894507,711442,1.374985022,517418,1.426986031,362595,1.629237717,222555,765,1924.4876,1.0061,0.02
8,BGD,Bangladesh,Dhaka,Asia,171186372,1.084625052,167420951,2.478773179,1.128240892,1.060767604,157830000,1.063607983,148391139,1.148597551,129193327,1.205750437,107147651,1.276634708,83929765,1.242633309,67541860,147570,1160.035,1.0108,2.15
186,BRB,Barbados,Bridgetown,America,281635,1.012773165,280693,1.162785784,1.021775611,1.009385687,278083,1.012274718,274711,1.037988793,264657,1.022362749,258868,1.020873509,253575,1.050448017,241397,430,654.9651,1.0015,0
96,BLR,Belarus,Minsk,Europe,9534954,0.982923237,9633740,1.050481387,0.989961698,0.993106721,9700609,0.996833147,9731427,0.948807403,10256483,0.983502748,10428525,1.062264643,9817257,1.070492431,9170786,207600,45.9295,0.9955,0.12
81,BEL,Belgium,Brussels,Europe,11655930,1.036238978,11561717,1.200671466,1.062858368,1.027863225,11248303,1.034046498,10877947,1.059780153,10264343,1.030602055,9959560,1.013284585,9828986,1.020729277,9629376,30528,381.8111,1.0038,0.15
177,BLZ,Belize,Belmopan,America,405272,1.126159096,394921,3.266374426,1.226059123,1.097396011,359871,1.117244013,322106,1.339841768,240406,1.316651058,182589,1.258080519,145133,1.200388735,120905,22966,17.6466,1.0131,0.01
77,BEN,Benin,Porto-Novo,Africa,13352864,1.221360014,12643123,4.181697158,1.338504252,1.156441411,10932783,1.157433692,9445710,1.349768356,6998023,1.363228484,5133419,1.33894123,3833939,1.268070541,3023443,112622,118.5635,1.0274,0.17
206,BMU,Bermuda,Hamilton,America,64184,1.01647029,64031,1.230915627,1.009204533,1.014047257,63144,0.99522436,63447,1.033827052,61371,1.067878893,57470,1.072902082,53565,1.02971991,52019,54,1188.5926,1,0
165,BTN,Bhutan,Thimphu,Asia,782455,1.052714073,772506,2.584548368,1.09495178,1.0393287,743274,1.053518276,705516,1.201477503,587207,1.051509378,558442,1.344810563,415257,1.38931193,298894,38394,20.3796,1.0064,0.01
80,BOL,Bolivia,Sucre,America,12224110,1.102255754,11936162,2.602913453,1.167548348,1.0762913,11090085,1.084788429,10223270,1.189768332,8592656,1.210882341,7096194,1.237113866,5736088,1.250866118,4585693,1098581,11.1272,1.012,0.15
137,BIH,Bosnia and Herzegovina,Sarajevo,Europe,3233526,0.91748829,3318407,0.869703564,0.870724318,0.941572625,3524324,0.924755345,3811088,0.911885341,4179350,0.929920277,4494310,1.070119672,4199820,1.100708389,3815561,51209,63.1437,0.9886,0.04
144,BWA,Botswana,Gaborone,Africa,2630296,1.141041597,2546402,4.299582604,1.217404899,1.104647768,2305171,1.10207519,2091664,1.211165123,1726985,1.28737866,1341474,1.429262139,938578,1.584782623,592244,582000,4.5194,1.0162,0.03
7,BRA,Brazil,Brasilia,America,215313498,1.04934637,213196304,2.212271252,1.085778011,1.039028067,205188205,1.044993918,196353492,1.116445891,175873720,1.166995339,150706446,1.232385631,122288383,1.268948237,96369875,8515767,25.2841,1.0046,2.7
221,VGB,British Virgin Islands,Road Town,America,31305,1.066028741,30910,3.226176808,1.121715779,1.052577811,29366,1.065684424,27556,1.370672503,20104,1.287315105,15617,1.405797101,11109,1.159482309,9581,151,207.3179,1.0059,0
175,BRN,Brunei,Bandar Seri Begawan,Asia,449002,1.065407166,441725,3.312697329,1.115317899,1.048140054,421437,1.064092432,396053,1.186050203,333926,1.274877065,261928,1.393819743,187921,1.409305325,133343,5765,77.8841,1.0081,0.01
108,BGR,Bulgaria,Sofia,Europe,6781953,0.927858565,6979175,0.813144082,0.919247108,0.954841076,7309253,0.962722626,7592273,0.937584924,8097691,0.923573909,8767778,0.976301377,8980606,1.046330924,8582950,110879,61.1654,0.9849,0.09
58,BFA,Burkina Faso,Ouagadougou,Africa,22673762,1.211333422,21522626,3.835336244,1.335411863,1.149834606,18718019,1.161394739,16116845,1.356307069,11882888,1.301327152,9131361,1.317092812,6932967,1.235456102,5611666,272967,83.0641,1.0259,0.28
78,BDI,Burundi,Bujumbura,Africa,12889576,1.201584615,12220227,3.493655502,1.338967447,1.139186949,10727148,1.175371127,9126605,1.446908433,6307659,1.150236524,5483793,1.271505697,4312834,1.233001337,3497834,27834,463.0874,1.027,0.16
73,KHM,Cambodia,Phnom Penh,Asia,16767842,1.087583395,16396860,2.444182589,1.141561839,1.063521034,15417523,1.073379653,14363532,1.18522324,12118841,1.360015949,8910808,1.437468452,6198959,0.924042021,6708525,181035,92.6221,1.0108,0.21
53,CMR,Cameroon,Yaounde,Africa,27914536,1.213008535,26491087,4.105371369,1.332681307,1.151153457,23012646,1.157692138,19878036,1.317159473,15091594,1.320289366,11430520,1.341627493,8519891,1.320342822,6452787,475442,58.7128,1.0263,0.35
39,CAN,Canada,Ottawa,America,38454327,1.076183572,37888705,1.767644167,1.115574166,1.060354063,35732126,1.052077041,33963412,1.106901722,30683313,1.109414856,27657204,1.128335382,24511510,1.143549975,21434577,9984670,3.8513,1.0078,0.48
171,CPV,Cape Verde,Praia,Africa,593149,1.074222245,582640,2.028252954,1.117856074,1.055189925,552166,1.059388502,521212,1.137394136,458251,1.256987133,364563,1.149192709,317234,1.104336808,287262,4033,147.0739,1.0089,0.01
205,CYM,Cayman Islands,George Town,America,68706,1.127973601,67311,6.390487041,1.244794171,1.105071334,60911,1.126437844,54074,1.363507993,39658,1.523725362,26027,1.522046784,17100,1.623469097,10533,264,260.25,1.0084,0
117,CAF,Central African Republic,Bangui,Africa,5579144,1.157658954,5343020,2.584470212,1.146554331,1.108663792,4819333,1.034176762,4660067,1.239653168,3759170,1.338153887,2809221,1.163105583,2415276,1.168292253,2067356,622984,8.9555,1.0224,0.07
69,TCD,Chad,N'Djamena,Africa,17723315,1.253392615,16644701,4.538563623,1.399334428,1.177113046,14140274,1.188785081,11894727,1.440190059,8259137,1.417374155,5827069,1.321861382,4408230,1.202006111,3667394,1284000,13.8032,1.0316,0.22
65,CHL,Chile,Santiago,America,19603733,1.097011582,19300315,1.965312595,1.135034764,1.080032517,17870124,1.050926473,17004162,1.107633184,15351799,1.150562158,13342868,1.16330149,11469828,1.167949717,9820481,756102,25.9274,1.0057,0.25
1,CHN,China,Beijing,Asia,1425887337,1.023083542,1424929781,1.732364864,1.056919526,1.022396489,1393715448,1.033766779,1348191368,1.066523504,1264099069,1.095687276,1153704252,1.174406136,982372466,1.194323795,822534450,9706961,146.8933,1,17.88
28,COL,Colombia,Bogota,America,51874024,1.100898206,50930662,2.436261334,1.136436524,1.080877674,47119728,1.051401608,44816108,1.142826819,39215135,1.202866853,32601393,1.245459586,26176195,1.25213475,20905254,1141748,45.4339,1.0069,0.65
163,COM,Comoros,Moroni,Africa,836774,1.145926685,806166,3.326439751,1.228866627,1.10401032,730216,1.113093423,656024,1.222196968,536758,1.245034434,431119,1.313074121,328328,1.354762308,242351,1862,449.3953,1.0184,0.01
223,COK,Cook Islands,Avarua,Oceania,17011,0.961345013,17029,0.831900342,0.989367883,0.962362249,17695,1.028061817,17212,1.08272001,15897,0.928400397,17123,0.970086681,17651,0.862286273,20470,236,72.0805,1.0005,0
124,CRI,Costa Rica,San José,America,5180829,1.05833971,5123105,2.760744346,1.108356922,1.046547852,4895242,1.059059956,4622252,1.161605381,3979193,1.259934844,3158253,1.308142764,2414303,1.301022204,1855697,51100,101.3861,1.0052,0.06
130,HRV,Croatia,Zagreb,Europe,4030358,0.947246355,4096868,0.911906991,0.937781235,0.962878057,4254815,0.973935617,4368682,0.960480464,4548434,0.933259632,4873707,1.041358343,4680144,1.041736281,4492638,56594,71.2153,0.9927,0.05
85,CUB,Cuba,Havana,America,11212191,0.988738607,11300698,1.274088136,1.000910595,0.99654353,11339894,1.004382212,11290417,1.0166243,11105791,1.045085671,10626680,1.083348362,9809107,1.105919905,8869636,109884,102.0366,0.9961,0.14
189,CUW,Curacao,Willemstad,America,191163,1.127326445,189288,1.258689364,1.187652152,1.116269195,169572,1.063947798,159380,1.12696572,141424,0.909795041,155446,0.991042454,156851,1.042996309,150385,444,430.5473,1.0043,0
158,CYP,Cyprus,Nicosia,Europe,1251488,1.054079914,1237537,1.931225461,1.095469892,1.042329526,1187280,1.050982308,1129686,1.19135406,948237,1.202583386,788500,1.160707583,679327,1.060116666,640804,9251,135.2814,1.0059,0.02
88,CZE,Czech Republic,Prague,Europe,10493986,0.997167182,10530953,1.075053921,1.006326382,1.000679888,10523798,1.005642658,10464749,1.022476357,10234710,0.993546184,10301192,1.003031336,10270060,1.04842062,9795744,78865,133.0627,0.9984,0.13
115,DNK,Denmark,Copenhagen,Europe,5882261,1.036011333,5825641,1.183360712,1.049504499,1.026039153,5677796,1.022869835,5550849,1.039357345,5340655,1.03810425,5144623,1.003752103,5125392,1.041119342,4922963,43094,136.4984,1.0048,0.07
160,DJI,Djibouti,Djibouti,Africa,1120849,1.113877242,1090156,7.550654874,1.185984754,1.083375155,1006259,1.094712897,919199,1.238757575,742033,1.285633597,577173,1.780733121,324121,2.244931742,144379,23200,48.3125,1.0138,0.01
204,DMA,Dominica,Roseau,America,72737,1.0389961,71995,1.044996008,1.047123846,1.02839716,70007,1.018209585,68755,1.005984257,68346,0.983664599,69481,0.952081449,72978,1.059264098,68895,751,96.8535,1.0045,0
84,DOM,Dominican Republic,Santo Domingo,America,11228821,1.079089207,10999664,2.457547146,1.125198412,1.057067229,10405832,1.064453027,9775755,1.144595975,8540791,1.198034256,7129004,1.238577435,5755800,1.285961995,4475871,48671,230.7087,1.01,0.14
15,COD,DR Congo,Kinshasa,Africa,99010212,1.258760604,92853164,4.607701184,1.398575177,1.18048333,78656904,1.184747925,66391257,1.365616754,48616317,1.350920781,35987541,1.34740964,26708686,1.325379113,20151733,2344858,42.2244,1.0325,1.24
67,ECU,Ecuador,Quito,America,18001000,1.111453996,17588595,2.849640688,1.173387722,1.085990456,16195902,1.080477011,14989585,1.187152155,12626507,1.208297029,10449837,1.284419381,8135845,1.318140246,6172215,276841,65.0229,1.0114,0.23
14,EGY,Egypt,Cairo,Africa,110990103,1.135753052,107465134,3.089677915,1.231658017,1.09968232,97723799,1.120012566,87252413,1.222512778,71371371,1.247432186,57214630,1.307806137,43748556,1.257793503,34781986,1002450,110.7188,1.0158,1.39
112,SLV,El Salvador,San Salvador,America,6336392,1.016903368,6292731,1.738760572,1.029227348,1.00989638,6231066,1.019141536,6114034,1.026105978,5958482,1.110170166,5367179,1.190327905,4508992,1.245891094,3619090,21041,301.145,1.0035,0.08
152,GNQ,Equatorial Guinea,Malabo,Africa,1674908,1.243460708,1596049,5.035569718,1.458212885,1.184915362,1346973,1.230647295,1094524,1.597898908,684977,1.471331697,465549,1.647908562,282509,0.891322112,316955,28051,59.7094,1.0247,0.02
